pid,gender,job,occ,inc
census_2093,male,work,white,high
census_2094,male,work,white,high
census_2095,female,work,white,low
census_2096,other,work,blue,medium
census_2097,male,work,white,medium
census_2098,other,work,blue,low
census_2099,other,work,white,medium
census_2100,male,work,blue,high
census_2101,male,education,white,low
census_2102,female,work,white,low
census_2103,other,work,white,medium
census_2104,female,work,white,low
census_2105,male,education,white,medium
census_2106,male,education,blue,medium
census_2107,other,work,white,high
census_2108,other,work,blue,medium
census_2109,other,work,white,low
census_2110,male,work,white,medium
census_2111,female,work,white,high
census_2112,male,work,white,medium
census_2113,male,work,white,medium
census_2114,male,work,blue,high
census_2115,female,work,blue,low
census_2116,male,work,white,medium
census_2117,male,work,white,low
census_2118,other,work,blue,medium
census_2119,other,work,white,medium
census_2120,other,education,white,high
census_2121,male,work,white,high
census_2122,other,work,white,medium
census_2123,other,work,blue,high
census_2124,other,education,blue,low
census_2125,male,work,white,low
census_2126,other,work,blue,high
census_2127,male,education,white,high
census_2128,female,work,blue,low
census_2129,female,education,white,high
census_2130,male,education,blue,medium
census_2131,male,work,white,high
census_2132,other,work,blue,high
census_2133,other,work,white,low
census_2134,male,education,white,high
census_2135,female,work,white,high
census_2136,other,work,white,medium
census_2137,female,work,white,low
census_2138,female,work,blue,low
census_2139,female,work,blue,low
census_2140,other,work,blue,low
census_2141,female,work,blue,medium
census_2142,female,work,white,medium
census_2143,other,work,blue,medium
census_2144,female,work,blue,medium
census_2145,other,work,white,medium
census_2146,other,education,blue,low
census_2147,male,work,blue,low
census_2148,female,work,blue,high
census_2149,female,work,white,low
census_2150,male,work,blue,high
census_2151,other,work,white,low
census_2152,other,work,blue,high
census_2153,female,work,white,low
census_2154,male,work,blue,high
census_2155,female,work,blue,high
census_2156,other,work,blue,medium
census_2157,other,education,blue,medium
census_2158,female,education,blue,low
census_2159,male,work,blue,high
census_2160,female,work,white,medium
census_2161,female,work,blue,low
census_2162,other,education,white,medium
census_2163,female,work,white,medium
census_2164,other,work,blue,low
census_2165,male,work,blue,low
census_2166,other,work,white,low
census_2167,female,work,white,high
census_2168,female,work,white,medium
census_2169,female,work,blue,medium
census_2170,female,education,blue,low
census_2171,other,work,blue,medium
census_2172,other,work,blue,high
census_2173,male,work,blue,high
census_2174,other,education,white,medium
census_2175,male,work,white,medium
census_2176,male,work,blue,low
census_2177,male,work,white,medium
census_2178,other,education,white,medium
census_2179,male,education,white,medium
census_2180,female,work,white,medium
census_2181,female,education,white,high
census_2182,male,work,blue,medium
census_2183,female,work,white,medium
census_2184,female,education,white,medium
census_2185,male,work,white,high
census_2186,female,education,white,medium
census_2187,male,work,blue,high
census_2188,male,work,white,high
census_2189,other,work,blue,medium
census_2190,female,work,white,high
census_2191,male,education,white,medium
census_2192,other,education,blue,low
census_2193,female,work,white,medium
census_2194,female,work,blue,medium
census_2195,male,work,blue,low
census_2196,female,work,blue,high
census_2197,other,education,blue,high
census_2198,female,work,white,low
census_2199,male,education,white,high
census_2200,male,work,blue,low
census_2201,other,work,blue,medium
census_2202,male,work,blue,low
census_2203,male,work,blue,low
census_2204,other,work,blue,high
census_2205,other,work,white,high
census_2206,female,education,white,high
census_2207,female,education,white,high
census_2208,female,work,blue,medium
census_2209,other,work,blue,low
census_2210,male,work,white,low
census_2211,male,education,white,low
census_2212,female,work,white,low
census_2213,female,education,white,high
census_2214,female,work,blue,high
census_2215,other,work,white,low
census_2216,female,work,blue,medium
census_2217,other,education,white,medium
census_2218,male,work,blue,low
census_2219,female,work,blue,medium
census_2220,female,work,blue,low
census_2221,male,work,blue,medium
census_2222,female,work,white,high
census_2223,female,work,blue,low
census_2224,male,work,white,low
census_2225,other,work,white,medium
census_2226,other,work,white,medium
census_2227,male,education,white,medium
census_2228,female,work,blue,low
census_2229,male,work,blue,low
census_2230,other,education,blue,high
census_2231,other,work,white,high
census_2232,male,work,blue,medium
census_2233,other,education,blue,medium
census_2234,male,work,blue,high
census_2235,female,work,blue,high
census_2236,female,education,white,medium
census_2237,female,work,white,high
census_2238,other,work,white,low
census_2239,male,work,blue,low
census_2240,other,work,blue,medium
census_2241,female,work,blue,high
census_2242,female,work,blue,medium
census_2243,female,work,blue,medium
census_2244,male,work,blue,high
census_2245,male,work,blue,low
census_2246,male,work,blue,medium
census_2247,female,work,blue,low
census_2248,other,work,white,medium
census_2249,male,work,blue,high
census_2250,female,work,blue,medium
census_2251,male,work,blue,low
census_2252,male,work,blue,medium
census_2253,male,work,white,high
census_2254,other,education,white,high
census_2255,male,work,blue,low
census_2256,other,work,blue,medium
census_2257,female,work,blue,low
census_2258,female,work,white,high
census_2259,other,work,white,medium
census_2260,female,work,white,medium
census_2261,other,education,white,medium
census_2262,female,education,blue,medium
census_2263,female,work,blue,high
census_2264,female,education,white,high
census_2265,other,work,white,high
census_2266,female,work,blue,high
census_2267,female,work,white,medium
census_2268,female,education,white,low
census_2269,female,education,white,high
census_2270,other,work,blue,low
census_2271,male,work,white,low
census_2272,male,work,blue,low
census_2273,male,work,blue,low
census_2274,other,education,blue,medium
census_2275,other,education,white,low
census_2276,other,work,white,low
census_2277,other,work,blue,medium
census_2278,female,work,blue,medium
census_2279,male,education,blue,high
census_2280,other,work,white,low
census_2281,male,work,white,high
census_2282,male,work,white,low
census_2283,other,work,white,medium
census_2284,female,work,white,high
census_2285,other,education,blue,high
census_2286,female,education,blue,low
census_2287,other,work,blue,high
census_2288,other,education,blue,low
census_2289,female,work,white,medium
census_2290,female,work,blue,medium
census_2291,other,work,blue,low
census_2292,female,work,white,low
census_2293,female,work,white,medium
census_2294,male,work,blue,high
census_2295,female,work,blue,medium
census_2296,other,work,white,medium
census_2297,other,work,blue,low
census_2298,female,work,white,high
census_2299,male,education,white,medium
census_2300,male,education,white,medium
census_2301,other,work,white,low
census_2302,other,work,blue,low
census_2303,female,work,white,medium
census_2304,other,work,white,high
census_2305,male,education,white,high
census_2306,male,work,white,high
census_2307,other,education,blue,high
census_2308,male,work,white,low
census_2309,other,work,white,high
census_2310,female,work,blue,medium
census_2311,other,work,blue,low
census_2312,other,work,white,low
census_2313,other,work,white,high
census_2314,female,work,blue,medium
census_2315,male,education,blue,medium
census_2316,other,work,white,medium
census_2317,other,work,blue,medium
census_2318,female,work,blue,low
census_2319,female,education,white,high
census_2320,female,work,white,medium
census_2321,other,work,blue,medium
census_2322,other,work,blue,medium
census_2323,male,work,white,high
census_2324,other,work,white,low
census_2325,other,education,blue,low
census_2326,female,work,blue,medium
census_2327,male,work,white,low
census_2328,male,work,white,high
census_2329,female,work,blue,low
census_2330,male,work,blue,high
census_2331,male,work,blue,medium
census_2332,other,education,white,low
census_2333,other,work,blue,high
census_2334,female,work,blue,high
census_2335,male,work,blue,low
census_2336,female,work,blue,medium
census_2337,other,education,blue,high
census_2338,female,work,white,high
census_2339,female,work,white,low
census_2340,other,work,blue,low
census_2341,male,work,white,low
census_2342,other,work,blue,medium
census_2343,male,work,blue,low
census_2344,male,work,white,medium
census_2345,other,work,white,high
census_2346,male,work,white,low
census_2347,female,work,blue,high
census_2348,male,work,blue,low
census_2349,male,work,blue,medium
census_2350,female,work,white,medium
census_2351,female,work,white,high
census_2352,male,work,white,low
census_2353,other,work,white,high
census_2354,other,education,blue,medium
census_2355,male,work,blue,medium
census_2356,other,education,blue,high
census_2357,male,work,blue,low
census_2358,other,work,white,low
census_2359,female,education,blue,medium
census_2360,other,work,blue,high
census_2361,other,work,blue,medium
census_2362,male,work,blue,medium
census_2363,female,work,white,low
census_2364,female,education,blue,low
census_2365,female,work,white,high
census_2366,female,work,blue,high
census_2367,male,work,blue,medium
census_2368,female,work,blue,high
census_2369,male,work,blue,medium
census_2370,other,work,blue,high
census_2371,other,work,blue,low
census_2372,female,education,white,low
census_2373,male,work,white,low
census_2374,male,work,white,low
census_2375,female,work,white,high
census_2376,female,work,white,low
census_2377,female,education,white,low
census_2378,female,education,blue,low
census_2379,male,work,blue,medium
census_2380,female,work,blue,medium
census_2381,male,education,white,low
census_2382,male,education,white,low
census_2383,male,work,blue,medium
census_2384,female,work,white,high
census_2385,male,work,white,high
census_2386,female,work,blue,low
census_2387,male,work,white,medium
census_2388,male,work,white,low
census_2389,other,work,blue,low
census_2390,male,work,blue,high
census_2391,male,work,white,medium
census_2392,male,work,white,medium
census_2393,male,work,white,medium
census_2394,male,education,blue,medium
census_2395,female,education,white,medium
census_2396,male,work,white,medium
census_2397,other,education,blue,low
census_2398,female,work,white,low
census_2399,male,work,white,medium
census_2400,male,work,blue,low
census_2401,other,education,blue,medium
census_2402,male,education,white,high
census_2403,female,work,white,low
census_2404,other,work,white,low
census_2405,male,work,blue,medium
census_2406,other,work,blue,medium
census_2407,female,work,white,medium
census_2408,other,work,blue,medium
census_2409,male,work,white,medium
census_2410,female,work,blue,medium
census_2411,female,work,white,high
census_2412,female,work,blue,medium
census_2413,female,work,blue,high
census_2414,other,work,blue,low
census_2415,male,work,blue,low
census_2416,male,work,white,medium
census_2417,female,work,blue,low
census_2418,other,work,blue,medium
census_2419,female,education,blue,medium
census_2420,male,work,blue,low
census_2421,male,education,white,low
census_2422,female,education,blue,medium
census_2423,male,work,white,medium
census_2424,male,work,white,low
census_2425,other,work,blue,medium
census_2426,other,work,blue,medium
census_2427,male,education,white,low
census_2428,male,work,blue,medium
census_2429,other,work,white,medium
census_2430,other,education,white,high
census_2431,female,work,blue,low
census_2432,female,work,blue,high
census_2433,male,work,white,medium
census_2434,female,work,white,high
census_2435,male,work,blue,high
census_2436,male,work,blue,medium
census_2437,male,work,blue,low
census_2438,female,work,blue,low
census_2439,male,education,blue,medium
census_2440,male,education,white,medium
census_2441,other,work,blue,low
census_2442,other,education,blue,low
census_2443,female,work,blue,medium
census_2444,male,work,blue,low
census_2445,male,education,blue,medium
census_2446,female,education,blue,high
census_2447,other,education,white,low
census_2448,female,work,white,medium
census_2449,female,education,white,low
census_2450,male,work,white,medium
census_2451,male,work,white,medium
census_2452,female,work,white,low
census_2453,other,education,blue,high
census_2454,female,work,white,low
census_2455,other,work,white,low
census_2456,male,work,white,medium
census_2457,female,work,white,low
census_2458,other,work,blue,low
census_2459,female,work,blue,high
census_2460,male,work,white,high
census_2461,male,work,white,medium
census_2462,female,education,white,high
census_2463,other,education,blue,low
census_2464,female,education,white,low
census_2465,other,work,white,low
census_2466,other,work,white,high
census_2467,female,work,white,low
census_2468,male,work,white,medium
census_2469,female,work,white,high
census_2470,female,work,blue,high
census_2471,female,education,blue,low
census_2472,male,work,white,medium
census_2473,male,work,white,medium
census_2474,other,work,white,medium
census_2475,other,education,blue,medium
census_2476,male,work,blue,high
census_2477,female,education,blue,medium
census_2478,male,work,white,medium
census_2479,other,work,blue,high
census_2480,female,work,blue,high
census_2481,other,education,white,low
census_2482,female,work,white,high
census_2483,other,work,blue,high
census_2484,male,work,white,low
census_2485,male,education,white,medium
census_2486,female,work,blue,low
census_2487,male,work,white,high
census_2488,other,education,blue,low
census_2489,male,work,blue,high
census_2490,other,education,white,low
census_2491,female,work,white,medium
census_2492,male,work,white,medium
census_2493,female,work,blue,low
census_2494,male,education,white,high
census_2495,female,work,white,high
census_2496,other,work,blue,high
census_2497,other,work,blue,low
census_2498,male,education,blue,medium
census_2499,other,work,white,high
census_2500,male,work,blue,high
census_2501,male,education,blue,medium
census_2502,other,education,white,low
census_2503,other,work,blue,high
census_2504,other,work,blue,medium
census_2505,male,work,white,low
census_2506,other,work,white,low
census_2507,other,work,white,medium
census_2508,male,work,blue,high
census_2509,other,work,white,low
census_2510,other,work,blue,low
census_2511,male,education,blue,high
census_2512,female,work,white,medium
census_2513,other,education,white,medium
census_2514,other,work,blue,medium
census_2515,female,work,white,medium
census_2516,male,education,white,high
census_2517,other,work,blue,low
census_2518,male,work,blue,medium
census_2519,other,work,blue,medium
census_2520,other,work,blue,medium
census_2521,male,work,white,low
census_2522,female,education,white,high
census_2523,other,work,blue,low
census_2524,male,work,white,medium
census_2525,other,work,white,low
census_2526,male,education,white,high
census_2527,other,work,blue,medium
census_2528,female,work,white,high
census_2529,female,work,white,low
census_2530,female,work,blue,medium
census_2531,male,work,white,high
census_2532,female,work,white,low
census_2533,other,work,blue,medium
census_2534,male,work,blue,low
census_2535,other,work,white,low
census_2536,other,work,blue,medium
census_2537,male,work,blue,high
census_2538,female,work,white,medium
census_2539,female,work,white,high
census_2540,male,work,white,high
census_2541,female,work,white,low
census_2542,female,work,white,medium
census_2543,male,work,white,medium
census_2544,other,work,white,medium
census_2545,male,work,blue,high
census_2546,other,work,white,medium
census_2547,other,work,white,low
census_2548,other,work,white,high
census_2549,male,education,white,medium
census_2550,other,work,white,low
census_2551,other,work,blue,medium
census_2552,female,work,blue,high
census_2553,other,work,white,medium
census_2554,other,work,white,medium
census_2555,other,work,blue,high
census_2556,other,work,blue,high
census_2557,female,work,white,medium
census_2558,other,education,white,high
census_2559,other,work,white,medium
census_2560,other,work,white,high
census_2561,other,work,white,low
census_2562,female,education,white,high
census_2563,male,education,white,high
census_2564,other,work,blue,high
census_2565,other,work,blue,high
census_2566,female,education,blue,medium
census_2567,male,work,white,high
census_2568,male,work,white,low
census_2569,female,work,white,low
census_2570,other,education,blue,low
census_2571,male,work,blue,medium
census_2572,female,work,blue,medium
census_2573,other,work,white,low
census_2574,male,work,blue,medium
census_2575,female,work,white,medium
census_2576,other,work,white,high
census_2577,other,work,blue,medium
census_2578,female,work,blue,low
census_2579,male,work,blue,medium
census_2580,female,education,blue,medium
census_2581,male,education,blue,medium
census_2582,other,work,white,high
census_2583,other,education,blue,low
census_2584,female,education,white,medium
census_2585,male,work,blue,high
census_2586,female,work,blue,low
census_2587,female,education,blue,low
census_2588,female,work,blue,low
census_2589,female,work,blue,high
census_2590,female,work,white,medium
census_2591,other,work,white,high
census_2592,other,work,blue,high
census_2593,other,work,blue,high
census_2594,female,work,white,medium
census_2595,other,work,blue,low
census_2596,female,work,blue,low
census_2597,male,work,blue,low
census_2598,female,work,white,medium
census_2599,female,work,blue,medium
census_2600,other,work,blue,high
census_2601,female,work,blue,low
census_2602,female,work,blue,medium
census_2603,female,work,white,high
census_2604,female,work,white,medium
census_2605,other,work,blue,medium
census_2606,male,education,blue,low
census_2607,female,work,white,medium
census_2608,female,work,white,medium
census_2609,male,work,blue,low
census_2610,male,work,blue,low
census_2611,male,work,white,low
census_2612,female,work,blue,low
census_2613,female,education,white,medium
census_2614,other,work,white,medium
census_2615,other,work,blue,medium
census_2616,male,work,white,medium
census_2617,other,work,blue,medium
census_2618,male,work,blue,medium
census_2619,male,work,white,medium
census_2620,female,work,blue,low
census_2621,female,work,blue,high
census_2622,other,work,white,high
census_2623,other,work,white,high
census_2624,other,education,white,low
census_2625,other,education,blue,medium
census_2626,male,education,white,high
census_2627,other,work,blue,high
census_2628,female,work,white,low
census_2629,other,work,blue,medium
census_2630,female,work,white,high
census_2631,female,work,blue,high
census_2632,male,work,blue,low
census_2633,female,work,blue,high
census_2634,male,work,blue,high
census_2635,female,education,white,medium
census_2636,female,work,blue,high
census_2637,male,work,blue,low
census_2638,other,work,blue,high
census_2639,female,education,white,low
census_2640,other,work,white,low
census_2641,other,work,white,low
census_2642,other,work,white,high
census_2643,other,education,blue,medium
census_2644,other,work,blue,low
census_2645,male,work,blue,low
census_2646,other,work,white,medium
census_2647,other,work,blue,low
census_2648,male,work,white,low
census_2649,male,work,white,high
census_2650,other,education,blue,low
census_2651,other,work,blue,medium
census_2652,female,work,blue,high
census_2653,other,education,blue,low
census_2654,female,work,white,high
census_2655,female,work,white,medium
census_2656,female,work,white,high
census_2657,other,work,blue,low
census_2658,other,work,white,medium
census_2659,male,work,blue,low
census_2660,female,work,blue,medium
census_2661,female,work,white,high
census_2662,male,work,white,high
census_2663,other,work,blue,high
census_2664,female,work,white,high
census_2665,male,work,white,low
census_2666,other,work,white,high
census_2667,female,work,white,medium
census_2668,male,education,white,medium
census_2669,male,work,blue,high
census_2670,other,work,blue,low
census_2671,female,work,blue,medium
census_2672,other,education,blue,medium
census_2673,other,work,white,low
census_2674,female,work,white,low
census_2675,male,work,white,high
census_2676,female,work,white,high
census_2677,other,education,white,high
census_2678,female,work,blue,low
census_2679,other,work,white,low
census_2680,female,work,blue,high
census_2681,other,education,blue,medium
census_2682,male,work,blue,high
census_2683,other,work,white,low
census_2684,female,work,blue,low
census_2685,other,work,blue,medium
census_2686,female,work,blue,high
census_2687,other,work,blue,high
census_2688,other,work,blue,medium
census_2689,female,work,blue,medium
census_2690,other,work,white,medium
census_2691,female,work,blue,high
census_2692,other,education,blue,low
census_2693,other,education,blue,high
census_2694,male,work,white,medium
census_2695,female,work,white,medium
census_2696,female,work,white,medium
census_2697,female,work,white,high
census_2698,other,work,blue,medium
census_2699,male,work,blue,low
census_2700,female,work,blue,low
census_2701,female,work,blue,medium
census_2702,female,work,white,medium
census_2703,male,work,white,low
census_2704,other,work,white,low
census_2705,female,work,blue,high
census_2706,other,education,blue,medium
census_2707,male,work,blue,medium
census_2708,male,work,white,high
census_2709,male,work,white,medium
census_2710,male,work,white,high
census_2711,male,work,blue,medium
census_2712,other,work,blue,high
census_2713,other,work,blue,medium
census_2714,female,work,white,medium
census_2715,other,work,blue,high
census_2716,female,work,blue,high
census_2717,female,education,white,low
census_2718,male,work,blue,high
census_2719,female,work,white,high
census_2720,female,work,white,high
census_2721,female,work,blue,medium
census_2722,male,work,white,low
census_2723,other,work,blue,high
census_2724,female,work,white,low
census_2725,male,work,white,medium
census_2726,male,work,white,high
census_2727,female,education,white,high
census_2728,female,work,white,medium
census_2729,male,work,white,medium
census_2730,other,work,white,medium
census_2731,other,work,white,high
census_2732,female,work,white,medium
census_2733,male,work,blue,medium
census_2734,female,work,white,medium
census_2735,male,education,white,high
census_2736,male,work,white,high
census_2737,other,education,white,medium
census_2738,other,work,white,high
census_2739,other,education,white,medium
census_2740,other,work,white,medium
census_2741,other,work,blue,medium
census_2742,male,education,blue,high
census_2743,male,education,blue,high
census_2744,female,work,white,low
census_2745,female,work,blue,low
census_2746,male,work,blue,high
census_2747,other,work,blue,medium
census_2748,male,work,white,medium
census_2749,male,work,white,medium
census_2750,female,work,white,medium
census_2751,male,work,blue,medium
census_2752,other,education,blue,low
census_2753,other,work,white,low
census_2754,female,work,white,high
census_2755,female,education,white,medium
census_2756,female,education,blue,high
census_2757,male,work,white,low
census_2758,male,work,blue,medium
census_2759,female,education,white,low
census_2760,other,education,blue,medium
census_2761,other,work,blue,high
census_2762,female,work,white,high
census_2763,female,work,blue,low
census_2764,female,work,white,low
census_2765,other,work,blue,low
census_2766,male,work,blue,medium
census_2767,female,work,white,medium
census_2768,female,work,white,high
census_2769,female,work,blue,high
census_2770,female,work,white,low
census_2771,other,work,white,medium
census_2772,female,education,blue,high
census_2773,female,work,blue,high
census_2774,male,work,blue,medium
census_2775,male,work,white,medium
census_2776,other,work,blue,medium
census_2777,other,education,blue,medium
census_2778,male,education,white,low
census_2779,male,work,blue,low
census_2780,male,work,blue,low
census_2781,female,education,blue,low
census_2782,female,work,white,low
census_2783,male,work,white,low
census_2784,female,work,blue,high
census_2785,male,work,blue,medium
census_2786,male,work,blue,medium
census_2787,male,work,blue,low
census_2788,other,education,blue,low
census_2789,other,work,white,low
census_2790,female,work,blue,medium
census_2791,other,work,white,medium
census_2792,other,work,blue,high
census_2793,female,work,blue,high
census_2794,male,work,white,high
census_2795,female,work,white,high
census_2796,female,work,blue,medium
census_2797,other,education,blue,high
census_2798,female,work,white,high
census_2799,female,work,blue,high
census_2800,other,work,blue,low
census_2801,female,education,blue,low
census_2802,female,work,white,low
census_2803,female,work,blue,low
census_2804,male,education,blue,high
census_2805,female,work,white,high
census_2806,male,work,blue,medium
census_2807,female,work,blue,medium
census_2808,other,work,blue,medium
census_2809,female,work,blue,low
census_2810,male,work,white,medium
census_2811,female,work,blue,high
census_2812,male,work,white,medium
census_2813,other,work,blue,high
census_2814,female,work,blue,low
census_2815,female,work,white,low
census_2816,male,work,blue,high
census_2817,male,work,blue,low
census_2818,other,work,white,low
census_2819,male,work,white,low
census_2820,male,work,white,high
census_2821,male,work,blue,medium
census_2822,other,work,white,medium
census_2823,female,work,blue,medium
census_2824,other,work,blue,high
census_2825,female,education,white,medium
census_2826,female,work,white,high
census_2827,other,work,blue,low
census_2828,male,work,white,low
census_2829,other,work,blue,high
census_2830,male,work,white,high
census_2831,male,education,blue,medium
census_2832,female,work,blue,high
census_2833,female,work,white,medium
census_2834,male,work,blue,medium
census_2835,other,work,white,low
census_2836,female,work,white,low
census_2837,other,work,blue,medium
census_2838,other,education,white,medium
census_2839,other,work,blue,high
census_2840,female,education,white,high
census_2841,male,work,white,medium
census_2842,male,education,blue,high
census_2843,other,work,blue,low
census_2844,female,work,blue,low
census_2845,other,work,blue,low
census_2846,male,work,white,high
census_2847,other,education,blue,low
census_2848,female,work,white,high
census_2849,male,work,white,medium
census_2850,male,work,white,high
census_2851,other,education,blue,medium
census_2852,male,work,white,low
census_2853,other,work,blue,high
census_2854,male,work,white,high
census_2855,other,work,blue,medium
census_2856,female,work,blue,low
census_2857,female,education,blue,medium
census_2858,male,education,blue,medium
census_2859,other,work,blue,high
census_2860,other,work,white,low
census_2861,male,work,white,high
census_2862,other,work,blue,low
census_2863,other,education,blue,low
census_2864,female,work,white,high
census_2865,other,education,blue,medium
census_2866,other,work,white,low
census_2867,other,work,blue,medium
census_2868,male,education,blue,low
census_2869,female,work,white,medium
census_2870,female,work,blue,low
census_2871,female,work,white,high
census_2872,other,work,white,medium
census_2873,male,work,white,low
census_2874,female,work,blue,high
census_2875,male,education,blue,high
census_2876,male,work,white,medium
census_2877,female,work,blue,low
census_2878,other,work,blue,medium
census_2879,female,work,white,medium
census_2880,male,work,white,high
census_2881,male,work,blue,low
census_2882,female,work,blue,medium
census_2883,female,work,blue,high
census_2884,male,work,white,high
census_2885,female,work,blue,medium
census_2886,female,work,white,high
census_2887,female,work,white,medium
census_2888,female,work,blue,medium
census_2889,female,work,white,low
census_2890,other,education,blue,high
census_2891,female,work,white,high
census_2892,male,education,blue,high
census_2893,female,education,blue,low
census_2894,male,work,blue,high
census_2895,other,education,white,high
census_2896,male,education,blue,high
census_2897,other,work,blue,high
census_2898,female,work,white,low
census_2899,male,work,blue,high
census_2900,female,work,white,low
census_2901,female,work,white,medium
census_2902,male,work,white,medium
census_2903,female,work,white,medium
census_2904,male,work,blue,low
census_2905,female,education,blue,high
census_2906,other,work,blue,low
census_2907,female,work,white,high
census_2908,female,work,white,high
census_2909,male,work,blue,medium
census_2910,female,work,blue,low
census_2911,other,work,blue,low
census_2912,female,work,blue,low
census_2913,other,work,white,low
census_2914,female,education,white,low
census_2915,female,education,blue,medium
census_2916,male,education,white,medium
census_2917,male,work,white,high
census_2918,other,education,blue,low
census_2919,female,work,white,low
census_2920,other,work,white,low
census_2921,male,work,blue,medium
census_2922,female,work,blue,low
census_2923,male,work,white,high
census_2924,female,work,white,low
census_2925,other,work,white,high
