uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
2520,census_1260,census_1260,0,Waltham Forest,Waltham Forest,Camden,work,pt,477,492,1000
2521,census_1260,census_1260,1,Waltham Forest,Camden,Waltham Forest,work,pt,1017,1032,1000
2522,census_1261,census_1261,0,Southwark,Southwark,"Westminster,City of London",work,pt,481,484,1000
2523,census_1261,census_1261,1,Southwark,"Westminster,City of London",Southwark,work,pt,1068,1071,1000
2524,census_1262,census_1262,0,Hackney,Hackney,Hackney,work,pt,462,463,1000
2525,census_1262,census_1262,1,Hackney,Hackney,Hackney,work,pt,952,953,1000
2526,census_1263,census_1263,0,Camden,Camden,Southwark,education,pt,490,503,1000
2527,census_1263,census_1263,1,Camden,Southwark,Camden,education,pt,1013,1026,1000
2528,census_1264,census_1264,0,Southwark,Southwark,Hammersmith and Fulham,work,pt,431,446,1000
2529,census_1264,census_1264,1,Southwark,Hammersmith and Fulham,Southwark,work,pt,1016,1031,1000
2530,census_1265,census_1265,0,Lewisham,Lewisham,Lewisham,work,pt,496,505,1000
2531,census_1265,census_1265,1,Lewisham,Lewisham,Lewisham,work,pt,965,974,1000
2532,census_1266,census_1266,0,Wandsworth,Wandsworth,Wandsworth,education,pt,580,583,1000
2533,census_1266,census_1266,1,Wandsworth,Wandsworth,Wandsworth,education,pt,1094,1097,1000
2534,census_1267,census_1267,0,Camden,Camden,Camden,work,pt,541,542,1000
2535,census_1267,census_1267,1,Camden,Camden,Camden,work,pt,1106,1107,1000
2536,census_1268,census_1268,0,Bromley,Bromley,Southwark,work,pt,575,590,1000
2537,census_1268,census_1268,1,Bromley,Southwark,Bromley,work,pt,1084,1099,1000
2538,census_1269,census_1269,0,Wandsworth,Wandsworth,Wandsworth,education,pt,497,502,1000
2539,census_1269,census_1269,1,Wandsworth,Wandsworth,Wandsworth,education,pt,1043,1048,1000
2540,census_1270,census_1270,0,Croydon,Croydon,Croydon,work,pt,448,449,1000
2541,census_1270,census_1270,1,Croydon,Croydon,Croydon,work,pt,917,918,1000
2542,census_1271,census_1271,0,Lewisham,Lewisham,Southwark,work,car,430,437,1000
2543,census_1271,census_1271,1,Lewisham,Southwark,Lewisham,work,car,1008,1015,1000
2544,census_1272,census_1272,0,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,pt,481,486,1000
2545,census_1272,census_1272,1,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,pt,964,969,1000
2546,census_1273,census_1273,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,car,542,545,1000
2547,census_1273,census_1273,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,car,1056,1059,1000
2548,census_1274,census_1274,0,Croydon,Croydon,Tower Hamlets,work,pt,488,515,1000
2549,census_1274,census_1274,1,Croydon,Tower Hamlets,Croydon,work,pt,983,1010,1000
2550,census_1275,census_1275,0,Redbridge,Redbridge,Redbridge,work,pt,537,542,1000
2551,census_1275,census_1275,1,Redbridge,Redbridge,Redbridge,work,pt,1194,1199,1000
2552,census_1276,census_1276,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,464,465,1000
2553,census_1276,census_1276,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,899,900,1000
2554,census_1277,census_1277,0,Islington,Islington,Lambeth,work,pt,453,480,1000
2555,census_1277,census_1277,1,Islington,Lambeth,Islington,work,pt,932,959,1000
2556,census_1278,census_1278,0,Bexley,Bexley,Kensington and Chelsea,education,pt,430,479,1000
2557,census_1278,census_1278,1,Bexley,Kensington and Chelsea,Bexley,education,pt,955,1004,1000
2558,census_1279,census_1279,0,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,553,562,1000
2559,census_1279,census_1279,1,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,1018,1027,1000
2560,census_1280,census_1280,0,Bexley,Bexley,Havering,education,pt,436,445,1000
2561,census_1280,census_1280,1,Bexley,Havering,Bexley,education,pt,944,953,1000
2562,census_1281,census_1281,0,Barking and Dagenham,Barking and Dagenham,Greenwich,education,pt,517,536,1000
2563,census_1281,census_1281,1,Barking and Dagenham,Greenwich,Barking and Dagenham,education,pt,1025,1044,1000
2564,census_1282,census_1282,0,Waltham Forest,Waltham Forest,Kensington and Chelsea,work,pt,571,596,1000
2565,census_1282,census_1282,1,Waltham Forest,Kensington and Chelsea,Waltham Forest,work,pt,1112,1137,1000
2566,census_1283,census_1283,0,Bromley,Bromley,Bromley,work,pt,489,502,1000
2567,census_1283,census_1283,1,Bromley,Bromley,Bromley,work,pt,969,982,1000
2568,census_1284,census_1284,0,Haringey,Haringey,Islington,work,car,424,443,1000
2569,census_1284,census_1284,1,Haringey,Islington,Haringey,work,car,925,944,1000
2570,census_1285,census_1285,0,Waltham Forest,Waltham Forest,Redbridge,work,pt,450,469,1000
2571,census_1285,census_1285,1,Waltham Forest,Redbridge,Waltham Forest,work,pt,959,978,1000
2572,census_1286,census_1286,0,Lambeth,Lambeth,Islington,work,pt,475,494,1000
2573,census_1286,census_1286,1,Lambeth,Islington,Lambeth,work,pt,1059,1078,1000
2574,census_1287,census_1287,0,Barking and Dagenham,Barking and Dagenham,Newham,work,pt,499,502,1000
2575,census_1287,census_1287,1,Barking and Dagenham,Newham,Barking and Dagenham,work,pt,1057,1060,1000
2576,census_1288,census_1288,0,Sutton,Sutton,Croydon,work,pt,542,565,1000
2577,census_1288,census_1288,1,Sutton,Croydon,Sutton,work,pt,1088,1111,1000
2578,census_1289,census_1289,0,Hammersmith and Fulham,Hammersmith and Fulham,Ealing,work,pt,448,459,1000
2579,census_1289,census_1289,1,Hammersmith and Fulham,Ealing,Hammersmith and Fulham,work,pt,968,979,1000
2580,census_1290,census_1290,0,Greenwich,Greenwich,Lewisham,work,pt,464,479,1000
2581,census_1290,census_1290,1,Greenwich,Lewisham,Greenwich,work,pt,935,950,1000
2582,census_1291,census_1291,0,Hounslow,Hounslow,Hounslow,work,pt,532,537,1000
2583,census_1291,census_1291,1,Hounslow,Hounslow,Hounslow,work,pt,966,971,1000
2584,census_1292,census_1292,0,Lambeth,Lambeth,Croydon,work,pt,480,493,1000
2585,census_1292,census_1292,1,Lambeth,Croydon,Lambeth,work,pt,1124,1137,1000
2586,census_1293,census_1293,0,Enfield,Enfield,Enfield,work,pt,434,439,1000
2587,census_1293,census_1293,1,Enfield,Enfield,Enfield,work,pt,1010,1015,1000
2588,census_1294,census_1294,0,Islington,Islington,Islington,education,pt,499,506,1000
2589,census_1294,census_1294,1,Islington,Islington,Islington,education,pt,1032,1039,1000
2590,census_1295,census_1295,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,457,468,1000
2591,census_1295,census_1295,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,899,910,1000
2592,census_1296,census_1296,0,Haringey,Haringey,Islington,work,pt,458,473,1000
2593,census_1296,census_1296,1,Haringey,Islington,Haringey,work,pt,1002,1017,1000
2594,census_1297,census_1297,0,Merton,Merton,"Westminster,City of London",work,pt,454,483,1000
2595,census_1297,census_1297,1,Merton,"Westminster,City of London",Merton,work,pt,1002,1031,1000
2596,census_1298,census_1298,0,Camden,Camden,Wandsworth,education,pt,430,445,1000
2597,census_1298,census_1298,1,Camden,Wandsworth,Camden,education,pt,1014,1029,1000
2598,census_1299,census_1299,0,Southwark,Southwark,Lambeth,education,car,561,570,1000
2599,census_1299,census_1299,1,Southwark,Lambeth,Southwark,education,car,1074,1083,1000
2600,census_1300,census_1300,0,Lambeth,Lambeth,"Westminster,City of London",work,pt,437,450,1000
2601,census_1300,census_1300,1,Lambeth,"Westminster,City of London",Lambeth,work,pt,999,1012,1000
2602,census_1301,census_1301,0,Bromley,Bromley,Lewisham,work,pt,569,580,1000
2603,census_1301,census_1301,1,Bromley,Lewisham,Bromley,work,pt,1092,1103,1000
2604,census_1302,census_1302,0,Newham,Newham,Tower Hamlets,work,car,550,561,1000
2605,census_1302,census_1302,1,Newham,Tower Hamlets,Newham,work,car,1167,1178,1000
2606,census_1303,census_1303,0,Newham,Newham,"Westminster,City of London",work,car,495,526,1000
2607,census_1303,census_1303,1,Newham,"Westminster,City of London",Newham,work,car,1113,1144,1000
2608,census_1304,census_1304,0,Bromley,Bromley,Bromley,work,pt,527,540,1000
2609,census_1304,census_1304,1,Bromley,Bromley,Bromley,work,pt,987,1000,1000
2610,census_1305,census_1305,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,426,427,1000
2611,census_1305,census_1305,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,1007,1008,1000
2612,census_1306,census_1306,0,Harrow,Harrow,Camden,work,car,443,468,1000
2613,census_1306,census_1306,1,Harrow,Camden,Harrow,work,car,895,920,1000
2614,census_1307,census_1307,0,Richmond upon Thames,Richmond upon Thames,Hillingdon,work,pt,463,490,1000
2615,census_1307,census_1307,1,Richmond upon Thames,Hillingdon,Richmond upon Thames,work,pt,1032,1059,1000
2616,census_1308,census_1308,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,pt,592,601,1000
2617,census_1308,census_1308,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,pt,1045,1054,1000
2618,census_1309,census_1309,0,Bromley,Bromley,Bromley,work,pt,583,604,1000
2619,census_1309,census_1309,1,Bromley,Bromley,Bromley,work,pt,1156,1177,1000
2620,census_1310,census_1310,0,Wandsworth,Wandsworth,Wandsworth,work,pt,431,434,1000
2621,census_1310,census_1310,1,Wandsworth,Wandsworth,Wandsworth,work,pt,1008,1011,1000
2622,census_1311,census_1311,0,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,work,pt,454,463,1000
2623,census_1311,census_1311,1,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,work,pt,947,956,1000
2624,census_1312,census_1312,0,Enfield,Enfield,Enfield,work,pt,414,429,1000
2625,census_1312,census_1312,1,Enfield,Enfield,Enfield,work,pt,898,913,1000
2626,census_1313,census_1313,0,"Westminster,City of London","Westminster,City of London",Camden,work,car,484,489,1000
2627,census_1313,census_1313,1,"Westminster,City of London",Camden,"Westminster,City of London",work,car,1121,1126,1000
2628,census_1314,census_1314,0,Greenwich,Greenwich,"Westminster,City of London",work,pt,508,525,1000
2629,census_1314,census_1314,1,Greenwich,"Westminster,City of London",Greenwich,work,pt,952,969,1000
2630,census_1315,census_1315,0,Wandsworth,Wandsworth,"Westminster,City of London",education,pt,440,453,1000
2631,census_1315,census_1315,1,Wandsworth,"Westminster,City of London",Wandsworth,education,pt,954,967,1000
2632,census_1316,census_1316,0,Newham,Newham,"Westminster,City of London",work,pt,527,544,1000
2633,census_1316,census_1316,1,Newham,"Westminster,City of London",Newham,work,pt,1049,1066,1000
2634,census_1317,census_1317,0,Hillingdon,Hillingdon,Hillingdon,work,pt,455,474,1000
2635,census_1317,census_1317,1,Hillingdon,Hillingdon,Hillingdon,work,pt,940,959,1000
2636,census_1318,census_1318,0,Brent,Brent,Hackney,education,pt,445,464,1000
2637,census_1318,census_1318,1,Brent,Hackney,Brent,education,pt,1010,1029,1000
2638,census_1319,census_1319,0,Camden,Camden,Camden,work,car,450,459,1000
2639,census_1319,census_1319,1,Camden,Camden,Camden,work,car,1021,1030,1000
2640,census_1320,census_1320,0,Ealing,Ealing,Hammersmith and Fulham,work,pt,455,472,1000
2641,census_1320,census_1320,1,Ealing,Hammersmith and Fulham,Ealing,work,pt,933,950,1000
2642,census_1321,census_1321,0,Tower Hamlets,Tower Hamlets,Newham,work,pt,423,428,1000
2643,census_1321,census_1321,1,Tower Hamlets,Newham,Tower Hamlets,work,pt,956,961,1000
2644,census_1322,census_1322,0,Redbridge,Redbridge,Waltham Forest,work,pt,445,456,1000
2645,census_1322,census_1322,1,Redbridge,Waltham Forest,Redbridge,work,pt,992,1003,1000
2646,census_1323,census_1323,0,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,577,578,1000
2647,census_1323,census_1323,1,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,1148,1149,1000
2648,census_1324,census_1324,0,Wandsworth,Wandsworth,Hounslow,work,pt,529,564,1000
2649,census_1324,census_1324,1,Wandsworth,Hounslow,Wandsworth,work,pt,1130,1165,1000
2650,census_1325,census_1325,0,Southwark,Southwark,"Westminster,City of London",work,pt,527,532,1000
2651,census_1325,census_1325,1,Southwark,"Westminster,City of London",Southwark,work,pt,1004,1009,1000
2652,census_1326,census_1326,0,Brent,Brent,Tower Hamlets,work,car,569,606,1000
2653,census_1326,census_1326,1,Brent,Tower Hamlets,Brent,work,car,1089,1126,1000
2654,census_1327,census_1327,0,Hackney,Hackney,Hammersmith and Fulham,work,pt,575,600,1000
2655,census_1327,census_1327,1,Hackney,Hammersmith and Fulham,Hackney,work,pt,1042,1067,1000
2656,census_1328,census_1328,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,471,488,1000
2657,census_1328,census_1328,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,960,977,1000
2658,census_1329,census_1329,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",education,pt,436,445,1000
2659,census_1329,census_1329,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,education,pt,971,980,1000
2660,census_1330,census_1330,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,448,451,1000
2661,census_1330,census_1330,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,960,963,1000
2662,census_1331,census_1331,0,Lewisham,Lewisham,Camden,work,pt,493,518,1000
2663,census_1331,census_1331,1,Lewisham,Camden,Lewisham,work,pt,974,999,1000
2664,census_1332,census_1332,0,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,work,pt,475,482,1000
2665,census_1332,census_1332,1,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,work,pt,948,955,1000
2666,census_1333,census_1333,0,Waltham Forest,Waltham Forest,Redbridge,work,pt,484,485,1000
2667,census_1333,census_1333,1,Waltham Forest,Redbridge,Waltham Forest,work,pt,1125,1126,1000
2668,census_1334,census_1334,0,Ealing,Ealing,"Westminster,City of London",work,pt,427,454,1000
2669,census_1334,census_1334,1,Ealing,"Westminster,City of London",Ealing,work,pt,889,916,1000
2670,census_1335,census_1335,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,460,475,1000
2671,census_1335,census_1335,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,940,955,1000
2672,census_1336,census_1336,0,Hackney,Hackney,Islington,education,pt,525,536,1000
2673,census_1336,census_1336,1,Hackney,Islington,Hackney,education,pt,1029,1040,1000
2674,census_1337,census_1337,0,Waltham Forest,Waltham Forest,Ealing,work,pt,469,514,1000
2675,census_1337,census_1337,1,Waltham Forest,Ealing,Waltham Forest,work,pt,969,1014,1000
2676,census_1338,census_1338,0,Lambeth,Lambeth,Ealing,education,pt,440,473,1000
2677,census_1338,census_1338,1,Lambeth,Ealing,Lambeth,education,pt,1013,1046,1000
2678,census_1339,census_1339,0,Lewisham,Lewisham,Croydon,work,pt,417,440,1000
2679,census_1339,census_1339,1,Lewisham,Croydon,Lewisham,work,pt,915,938,1000
2680,census_1340,census_1340,0,Wandsworth,Wandsworth,Croydon,education,pt,569,586,1000
2681,census_1340,census_1340,1,Wandsworth,Croydon,Wandsworth,education,pt,1013,1030,1000
2682,census_1341,census_1341,0,Havering,Havering,Havering,work,car,511,522,1000
2683,census_1341,census_1341,1,Havering,Havering,Havering,work,car,985,996,1000
2684,census_1342,census_1342,0,Brent,Brent,"Westminster,City of London",education,pt,501,512,1000
2685,census_1342,census_1342,1,Brent,"Westminster,City of London",Brent,education,pt,997,1008,1000
2686,census_1343,census_1343,0,Croydon,Croydon,Barking and Dagenham,work,car,436,477,1000
2687,census_1343,census_1343,1,Croydon,Barking and Dagenham,Croydon,work,car,1007,1048,1000
2688,census_1344,census_1344,0,Ealing,Ealing,Ealing,work,pt,575,580,1000
2689,census_1344,census_1344,1,Ealing,Ealing,Ealing,work,pt,1056,1061,1000
2690,census_1345,census_1345,0,Tower Hamlets,Tower Hamlets,Southwark,education,pt,490,501,1000
2691,census_1345,census_1345,1,Tower Hamlets,Southwark,Tower Hamlets,education,pt,1005,1016,1000
2692,census_1346,census_1346,0,Camden,Camden,Camden,work,car,452,463,1000
2693,census_1346,census_1346,1,Camden,Camden,Camden,work,car,997,1008,1000
2694,census_1347,census_1347,0,Wandsworth,Wandsworth,Wandsworth,work,pt,437,440,1000
2695,census_1347,census_1347,1,Wandsworth,Wandsworth,Wandsworth,work,pt,1011,1014,1000
2696,census_1348,census_1348,0,Haringey,Haringey,Camden,education,pt,539,554,1000
2697,census_1348,census_1348,1,Haringey,Camden,Haringey,education,pt,1028,1043,1000
2698,census_1349,census_1349,0,Barnet,Barnet,Newham,work,pt,440,491,1000
2699,census_1349,census_1349,1,Barnet,Newham,Barnet,work,pt,987,1038,1000
2700,census_1350,census_1350,0,Haringey,Haringey,Southwark,work,pt,512,533,1000
2701,census_1350,census_1350,1,Haringey,Southwark,Haringey,work,pt,971,992,1000
2702,census_1351,census_1351,0,Haringey,Haringey,Haringey,work,pt,472,481,1000
2703,census_1351,census_1351,1,Haringey,Haringey,Haringey,work,pt,1022,1031,1000
2704,census_1352,census_1352,0,Lambeth,Lambeth,Wandsworth,work,pt,417,432,1000
2705,census_1352,census_1352,1,Lambeth,Wandsworth,Lambeth,work,pt,1009,1024,1000
2706,census_1353,census_1353,0,Islington,Islington,"Westminster,City of London",work,pt,527,532,1000
2707,census_1353,census_1353,1,Islington,"Westminster,City of London",Islington,work,pt,1042,1047,1000
2708,census_1354,census_1354,0,Greenwich,Greenwich,Kingston upon Thames,work,pt,417,466,1000
2709,census_1354,census_1354,1,Greenwich,Kingston upon Thames,Greenwich,work,pt,978,1027,1000
2710,census_1355,census_1355,0,Haringey,Haringey,"Westminster,City of London",work,pt,482,507,1000
2711,census_1355,census_1355,1,Haringey,"Westminster,City of London",Haringey,work,pt,947,972,1000
2712,census_1356,census_1356,0,Hammersmith and Fulham,Hammersmith and Fulham,Camden,work,pt,438,445,1000
2713,census_1356,census_1356,1,Hammersmith and Fulham,Camden,Hammersmith and Fulham,work,pt,966,973,1000
2714,census_1357,census_1357,0,Bromley,Bromley,Bromley,work,pt,543,566,1000
2715,census_1357,census_1357,1,Bromley,Bromley,Bromley,work,pt,1156,1179,1000
2716,census_1358,census_1358,0,Barnet,Barnet,Camden,education,car,501,520,1000
2717,census_1358,census_1358,1,Barnet,Camden,Barnet,education,car,1027,1046,1000
2718,census_1359,census_1359,0,Wandsworth,Wandsworth,Lambeth,education,pt,567,582,1000
2719,census_1359,census_1359,1,Wandsworth,Lambeth,Wandsworth,education,pt,1058,1073,1000
2720,census_1360,census_1360,0,Haringey,Haringey,Hackney,work,pt,570,581,1000
2721,census_1360,census_1360,1,Haringey,Hackney,Haringey,work,pt,1184,1195,1000
2722,census_1361,census_1361,0,Hillingdon,Hillingdon,Hammersmith and Fulham,work,car,489,510,1000
2723,census_1361,census_1361,1,Hillingdon,Hammersmith and Fulham,Hillingdon,work,car,992,1013,1000
2724,census_1362,census_1362,0,Barnet,Barnet,Ealing,education,pt,460,481,1000
2725,census_1362,census_1362,1,Barnet,Ealing,Barnet,education,pt,896,917,1000
2726,census_1363,census_1363,0,Kingston upon Thames,Kingston upon Thames,Hounslow,work,pt,527,544,1000
2727,census_1363,census_1363,1,Kingston upon Thames,Hounslow,Kingston upon Thames,work,pt,961,978,1000
2728,census_1364,census_1364,0,Bexley,Bexley,"Westminster,City of London",work,pt,477,512,1000
2729,census_1364,census_1364,1,Bexley,"Westminster,City of London",Bexley,work,pt,968,1003,1000
2730,census_1365,census_1365,0,Enfield,Enfield,Enfield,work,pt,503,510,1000
2731,census_1365,census_1365,1,Enfield,Enfield,Enfield,work,pt,1022,1029,1000
2732,census_1366,census_1366,0,Kingston upon Thames,Kingston upon Thames,Croydon,work,car,512,539,1000
2733,census_1366,census_1366,1,Kingston upon Thames,Croydon,Kingston upon Thames,work,car,1061,1088,1000
2734,census_1367,census_1367,0,Brent,Brent,Harrow,education,pt,537,548,1000
2735,census_1367,census_1367,1,Brent,Harrow,Brent,education,pt,1104,1115,1000
2736,census_1368,census_1368,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",education,pt,515,518,1000
2737,census_1368,census_1368,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",education,pt,971,974,1000
2738,census_1369,census_1369,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,pt,454,455,1000
2739,census_1369,census_1369,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,pt,997,998,1000
2740,census_1370,census_1370,0,Greenwich,Greenwich,Bexley,work,pt,508,515,1000
2741,census_1370,census_1370,1,Greenwich,Bexley,Greenwich,work,pt,1051,1058,1000
2742,census_1371,census_1371,0,Islington,Islington,"Westminster,City of London",education,pt,435,444,1000
2743,census_1371,census_1371,1,Islington,"Westminster,City of London",Islington,education,pt,929,938,1000
2744,census_1372,census_1372,0,Harrow,Harrow,"Westminster,City of London",work,pt,460,493,1000
2745,census_1372,census_1372,1,Harrow,"Westminster,City of London",Harrow,work,pt,908,941,1000
2746,census_1373,census_1373,0,Hounslow,Hounslow,Hounslow,education,pt,539,552,1000
2747,census_1373,census_1373,1,Hounslow,Hounslow,Hounslow,education,pt,1069,1082,1000
2748,census_1374,census_1374,0,Enfield,Enfield,Kensington and Chelsea,work,pt,420,453,1000
2749,census_1374,census_1374,1,Enfield,Kensington and Chelsea,Enfield,work,pt,953,986,1000
2750,census_1375,census_1375,0,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,pt,455,458,1000
2751,census_1375,census_1375,1,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,pt,960,963,1000
2752,census_1376,census_1376,0,Lambeth,Lambeth,"Westminster,City of London",work,pt,523,538,1000
2753,census_1376,census_1376,1,Lambeth,"Westminster,City of London",Lambeth,work,pt,1045,1060,1000
2754,census_1377,census_1377,0,Islington,Islington,Camden,education,pt,535,538,1000
2755,census_1377,census_1377,1,Islington,Camden,Islington,education,pt,1120,1123,1000
2756,census_1378,census_1378,0,Newham,Newham,Tower Hamlets,work,pt,523,540,1000
2757,census_1378,census_1378,1,Newham,Tower Hamlets,Newham,work,pt,1120,1137,1000
2758,census_1379,census_1379,0,Southwark,Southwark,Lambeth,work,pt,525,544,1000
2759,census_1379,census_1379,1,Southwark,Lambeth,Southwark,work,pt,957,976,1000
2760,census_1380,census_1380,0,Haringey,Haringey,Enfield,education,pt,577,594,1000
2761,census_1380,census_1380,1,Haringey,Enfield,Haringey,education,pt,1069,1086,1000
2762,census_1381,census_1381,0,Bromley,Bromley,"Westminster,City of London",education,pt,526,565,1000
2763,census_1381,census_1381,1,Bromley,"Westminster,City of London",Bromley,education,pt,1178,1217,1000
2764,census_1382,census_1382,0,Southwark,Southwark,"Westminster,City of London",work,pt,576,585,1000
2765,census_1382,census_1382,1,Southwark,"Westminster,City of London",Southwark,work,pt,1119,1128,1000
2766,census_1383,census_1383,0,Greenwich,Greenwich,"Westminster,City of London",work,pt,575,608,1000
2767,census_1383,census_1383,1,Greenwich,"Westminster,City of London",Greenwich,work,pt,1027,1060,1000
2768,census_1384,census_1384,0,Kensington and Chelsea,Kensington and Chelsea,"Westminster,City of London",work,pt,536,539,1000
2769,census_1384,census_1384,1,Kensington and Chelsea,"Westminster,City of London",Kensington and Chelsea,work,pt,1015,1018,1000
2770,census_1385,census_1385,0,Lambeth,Lambeth,Islington,work,car,552,565,1000
2771,census_1385,census_1385,1,Lambeth,Islington,Lambeth,work,car,1090,1103,1000
2772,census_1386,census_1386,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,416,435,1000
2773,census_1386,census_1386,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,1006,1025,1000
2774,census_1387,census_1387,0,Bromley,Bromley,"Westminster,City of London",work,pt,410,431,1000
2775,census_1387,census_1387,1,Bromley,"Westminster,City of London",Bromley,work,pt,962,983,1000
2776,census_1388,census_1388,0,Camden,Camden,Lambeth,work,car,507,524,1000
2777,census_1388,census_1388,1,Camden,Lambeth,Camden,work,car,1023,1040,1000
2778,census_1389,census_1389,0,Croydon,Croydon,Croydon,work,pt,440,453,1000
2779,census_1389,census_1389,1,Croydon,Croydon,Croydon,work,pt,894,907,1000
2780,census_1390,census_1390,0,Ealing,Ealing,Hillingdon,work,pt,422,451,1000
2781,census_1390,census_1390,1,Ealing,Hillingdon,Ealing,work,pt,1003,1032,1000
2782,census_1391,census_1391,0,Camden,Camden,Brent,work,pt,509,518,1000
2783,census_1391,census_1391,1,Camden,Brent,Camden,work,pt,1112,1121,1000
2784,census_1392,census_1392,0,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,418,425,1000
2785,census_1392,census_1392,1,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,1060,1067,1000
2786,census_1393,census_1393,0,Redbridge,Redbridge,Hackney,work,pt,553,582,1000
2787,census_1393,census_1393,1,Redbridge,Hackney,Redbridge,work,pt,1137,1166,1000
2788,census_1394,census_1394,0,Lewisham,Lewisham,Southwark,work,car,493,500,1000
2789,census_1394,census_1394,1,Lewisham,Southwark,Lewisham,work,car,1069,1076,1000
2790,census_1395,census_1395,0,Lambeth,Lambeth,"Westminster,City of London",education,pt,641,650,1000
2791,census_1395,census_1395,1,Lambeth,"Westminster,City of London",Lambeth,education,pt,1193,1202,1000
2792,census_1396,census_1396,0,Enfield,Enfield,Enfield,work,pt,418,431,1000
2793,census_1396,census_1396,1,Enfield,Enfield,Enfield,work,pt,977,990,1000
2794,census_1397,census_1397,0,Wandsworth,Wandsworth,Hammersmith and Fulham,education,pt,472,479,1000
2795,census_1397,census_1397,1,Wandsworth,Hammersmith and Fulham,Wandsworth,education,pt,1040,1047,1000
2796,census_1398,census_1398,0,Southwark,Southwark,Lambeth,work,pt,445,448,1000
2797,census_1398,census_1398,1,Southwark,Lambeth,Southwark,work,pt,927,930,1000
2798,census_1399,census_1399,0,Southwark,Southwark,Southwark,work,pt,549,554,1000
2799,census_1399,census_1399,1,Southwark,Southwark,Southwark,work,pt,1117,1122,1000
2800,census_1400,census_1400,0,Redbridge,Redbridge,Barking and Dagenham,work,pt,434,453,1000
2801,census_1400,census_1400,1,Redbridge,Barking and Dagenham,Redbridge,work,pt,1009,1028,1000
2802,census_1401,census_1401,0,"Westminster,City of London","Westminster,City of London",Islington,education,car,482,489,1000
2803,census_1401,census_1401,1,"Westminster,City of London",Islington,"Westminster,City of London",education,car,981,988,1000
2804,census_1402,census_1402,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,557,582,1000
2805,census_1402,census_1402,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,1009,1034,1000
2806,census_1403,census_1403,0,Brent,Brent,Ealing,work,pt,455,464,1000
2807,census_1403,census_1403,1,Brent,Ealing,Brent,work,pt,992,1001,1000
2808,census_1404,census_1404,0,Harrow,Harrow,"Westminster,City of London",work,pt,461,496,1000
2809,census_1404,census_1404,1,Harrow,"Westminster,City of London",Harrow,work,pt,888,923,1000
2810,census_1405,census_1405,0,Haringey,Haringey,Greenwich,work,pt,553,580,1000
2811,census_1405,census_1405,1,Haringey,Greenwich,Haringey,work,pt,1096,1123,1000
2812,census_1406,census_1406,0,Brent,Brent,Tower Hamlets,work,pt,577,598,1000
2813,census_1406,census_1406,1,Brent,Tower Hamlets,Brent,work,pt,1051,1072,1000
2814,census_1407,census_1407,0,Islington,Islington,Camden,work,car,500,505,1000
